Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv2,51.9,10.0,14.0,18.2,56.7,30.160000000000004
DMQv1c,45.4,9.9,10.5,23.2,56.4,29.080000000000002
DMQv2c,40.6,3.6,6.1,17.8,52.3,24.080000000000002
DMQv0c,12.1,-0.8,6.2,29.5,55.6,20.52
DMQv0,25.4,-6.5,1.9,14.6,53.0,17.68
DMQv1,21.3,-5.4,-12.1,10.1,49.0,12.58
QRF,2.5,6.3,4.1,14.8,31.6,11.860000000000001
QGB,-20.0,1.4,0.4,2.7,53.7,7.640000000000001
Naive,1.0,1.2,0.1,0.8,0.3,0.68
AR1,1.1,1.2,-0.0,0.4,-0.1,0.5199999999999999
IAR,0.8,-36.5,-46.4,-41.4,-7.6,-26.22
LAS,1.3,1.2,0.2,-170.0,-1441.8,-321.82
LR,-1019.9,-317.8,-140.9,-242.8,-1430.7,-630.4200000000001
