Model,0.05,0.25,0.5,0.75,0.95,Mean
QRF,22.3,7.1,8.4,5.2,-3.8,7.840000000000001
DMQv0c,-0.6,6.8,6.8,9.3,9.2,6.3
DMQv0,18.9,3.2,5.0,2.7,-22.3,1.4999999999999993
QGB,8.8,12.4,13.6,1.5,-31.2,1.020000000000001
UAR,-19.2,0.2,4.4,4.8,14.6,0.9599999999999997
LAS,-3.1,8.7,6.9,3.2,-11.4,0.8599999999999998
DMQv1c,0.3,0.7,7.2,5.5,-10.6,0.6199999999999999
AR1,1.2,0.0,0.0,0.3,0.9,0.48
Naive,0.9,0.0,0.0,0.3,0.9,0.42000000000000004
DMQv1,4.1,2.1,1.7,3.2,-9.0,0.41999999999999993
DMQv2,-22.5,-12.9,2.0,4.1,-10.3,-7.919999999999999
DMQv2c,-31.1,-23.8,-8.4,-3.7,-17.1,-16.82
LR,-12.5,2.9,-2.6,-20.8,-58.5,-18.3
