,AR1,UAR,LR,LAS,QRF,QGB,DMQv0c,DMQv1c,DMQv2c
AR1,,0.06020721740630052,0.36738978732262706,0.039386283868426894,0.42908795718978376,0.5311097347533938,0.05196615299872513,0.1713566401932446,0.24603517910647266
UAR,0.06020721740630052,,0.08197999961287634,0.004479088044361612,0.20719070609955348,0.0927909357660566,0.056070978603592773,0.32660580648506676,0.46503131490120586
LR,0.36738978732262706,0.08197999961287634,,0.6598207235203831,0.1430866474367349,0.18588979087815516,0.04537437365406912,0.1360176048951721,0.18140575104814993
LAS,0.039386283868426894,0.004479088044361612,0.6598207235203831,,0.008164751364880781,0.00491239575480306,0.01420474639316992,0.05430431186852916,0.08709512720852727
QRF,0.42908795718978376,0.20719070609955348,0.1430866474367349,0.008164751364880781,,0.3682177327867784,0.03644209045564851,0.21602474111967873,0.3245617376442127
QGB,0.5311097347533938,0.0927909357660566,0.18588979087815516,0.00491239575480306,0.3682177327867784,,0.04269424974935293,0.19610133350149928,0.29160477321730627
DMQv0c,0.05196615299872513,0.056070978603592773,0.04537437365406912,0.01420474639316992,0.03644209045564851,0.04269424974935293,,0.07593510034812423,0.12410811591232258
DMQv1c,0.1713566401932446,0.32660580648506676,0.1360176048951721,0.05430431186852916,0.21602474111967873,0.19610133350149928,0.07593510034812423,,0.4631267916244953
DMQv2c,0.24603517910647266,0.46503131490120586,0.18140575104814993,0.08709512720852727,0.3245617376442127,0.29160477321730627,0.12410811591232258,0.4631267916244953,
