Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv2c,29.6,41.3,44.7,53.7,61.4,46.14
DMQv1,37.6,39.9,45.9,49.2,39.5,42.42
DMQv1c,29.8,39.4,45.0,49.6,44.1,41.58
DMQv0,40.6,40.6,48.2,51.6,21.7,40.54
DMQv2,39.0,27.6,39.6,44.9,43.2,38.86
UAR,29.2,27.8,42.2,52.4,34.3,37.17999999999999
DMQv0c,34.5,33.4,38.9,36.6,-11.7,26.340000000000003
QRF,9.2,15.5,30.6,25.2,-3.6,15.38
QGB,23.3,30.0,36.7,21.4,-87.8,4.7200000000000015
AR1,-0.1,0.1,0.4,1.3,4.2,1.1800000000000002
Naive,0.3,0.2,0.5,1.4,2.7,1.02
LAS,8.8,15.4,8.8,10.1,-262.6,-43.900000000000006
LR,-1103.1,-248.7,-140.1,-26.4,-284.9,-360.64
