Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv2,-17.7,5.0,27.8,22.9,-7.6,6.08
DMQv2c,-7.7,3.0,17.2,18.0,-8.4,4.42
QRF,-27.9,-2.0,18.9,16.1,13.2,3.66
DMQv1c,-12.8,-7.2,17.1,22.2,-9.1,2.04
DMQv0,-53.9,9.5,30.4,29.6,-9.6,1.2000000000000004
Naive,-0.8,1.1,0.3,0.2,-0.0,0.16
AR1,-2.1,1.0,0.2,0.1,0.0,-0.16000000000000003
DMQv1,-1.1,6.9,18.3,7.3,-33.0,-0.31999999999999956
DMQv0c,1.2,-1.1,10.9,8.3,-29.3,-2.0
QGB,-98.4,-4.3,28.2,34.0,-26.9,-13.48
VG,-90.1,-24.9,-8.6,-3.0,-5.6,-26.439999999999998
LAS,-10.3,-10.9,-26.1,-26.0,-114.6,-37.58
LR,-163.5,-53.8,-27.4,-21.5,-75.1,-68.26000000000002
