,AR1,VG,LR,LAS,QRF,QGB,DMQv0c,DMQv1c,DMQv2c
AR1,0.0,-0.6974689359760362,-0.6095435378207131,-2.107976422564016,1.1095374749759097,0.23325358020814144,1.739015538670184,-1.7933949641274718,-1.0748326693382608
VG,0.6974689359760362,0.0,-0.5242684616598222,-2.20255943225849,1.3630220677271552,0.5628725316111226,1.691027844539624,-1.4325205618171712,-0.788617810295501
LR,0.6095435378207131,0.5242684616598222,0.0,0.015937944122740813,1.21698536157054,0.8054534110288423,1.2286750196751195,-0.7020766586770188,-0.21818013788008778
LAS,2.107976422564016,2.20255943225849,-0.015937944122740813,0.0,2.764099261703524,2.020050310903188,2.9297948263814493,-1.0848167796200225,-0.3544222488933667
QRF,-1.1095374749759097,-1.3630220677271552,-1.21698536157054,-2.764099261703524,0.0,-2.29211319734828,0.399201194104425,-2.223559017517237,-1.848832113985297
QGB,-0.23325358020814144,-0.5628725316111226,-0.8054534110288423,-2.020050310903188,2.29211319734828,0.0,1.500923879213453,-1.7469363971684855,-1.2317986861779069
DMQv0c,-1.739015538670184,-1.691027844539624,-1.2286750196751195,-2.9297948263814493,-0.399201194104425,-1.500923879213453,0.0,-2.6572238423141963,-2.260963171118758
DMQv1c,1.7933949641274718,1.4325205618171712,0.7020766586770188,1.0848167796200225,2.223559017517237,1.7469363971684855,2.6572238423141963,0.0,2.32655498869774
DMQv2c,1.0748326693382608,0.788617810295501,0.21818013788008778,0.3544222488933667,1.848832113985297,1.2317986861779069,2.260963171118758,-2.32655498869774,0.0
