,AR1,UAR,LR,LAS,QRF,QGB,DMQv0c,DMQv1c,DMQv2c
AR1,,0.007133324396906687,0.2597736715912866,0.3354015249568081,0.012058126262283813,0.003365372486803787,0.016105778225532424,0.013543723500590415,0.010417712817012165
UAR,0.007133324396906687,,0.2535539015687269,0.04250402504980542,0.03257189651681422,0.0451511979558188,0.569366149010496,0.3780184745140166,0.18695685873746792
LR,0.2597736715912866,0.2535539015687269,,0.2598303095050468,0.2569808870100948,0.2563204887068895,0.2546969126595746,0.2534626629024027,0.25275184862663524
LAS,0.3354015249568081,0.04250402504980542,0.2598303095050468,,0.11755713159577086,0.08734904231784493,0.06409596591162135,0.04872816993019107,0.040031805203674026
QRF,0.012058126262283813,0.03257189651681422,0.2569808870100948,0.11755713159577086,,0.04228333863327603,0.06502303488591311,0.04495613229327115,0.04311697484782318
QGB,0.003365372486803787,0.0451511979558188,0.2563204887068895,0.08734904231784493,0.04228333863327603,,0.10020014878359428,0.06399775207504159,0.05735130235618239
DMQv0c,0.016105778225532424,0.569366149010496,0.2546969126595746,0.06409596591162135,0.06502303488591311,0.10020014878359428,,0.07835700537314919,0.15079133152050195
DMQv1c,0.013543723500590415,0.3780184745140166,0.2534626629024027,0.04872816993019107,0.04495613229327115,0.06399775207504159,0.07835700537314919,,0.5107490685259676
DMQv2c,0.010417712817012165,0.18695685873746792,0.25275184862663524,0.040031805203674026,0.04311697484782318,0.05735130235618239,0.15079133152050195,0.5107490685259676,
