Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv2,-17.5,14.1,33.4,27.9,-0.4,11.5
DMQv2c,-8.2,11.8,23.9,23.2,-2.7,9.6
DMQv1c,-13.3,3.2,21.0,24.6,-4.1,6.279999999999999
DMQv0,-50.2,14.9,32.5,32.7,-4.0,5.18
DMQv1,-3.5,14.9,24.3,13.3,-24.3,4.9399999999999995
DMQv0c,2.5,6.8,16.1,14.9,-18.8,4.300000000000001
QRF,-22.8,-4.4,16.7,16.0,13.0,3.6999999999999993
Naive,-0.7,0.9,0.2,0.2,-0.0,0.12000000000000002
AR1,-1.9,0.8,0.2,0.1,0.0,-0.15999999999999998
QGB,-102.3,-2.0,26.2,34.0,-18.8,-12.579999999999998
VG,-82.7,-29.7,-7.5,-0.6,-2.7,-24.64
LAS,-5.8,-3.7,-24.4,-11.2,-92.7,-27.560000000000002
LR,-154.6,-42.5,-12.5,-8.3,-58.4,-55.260000000000005
