,AR1,UAR,LR,LAS,QRF,QGB,DMQv0c,DMQv1c,DMQv2c
AR1,,0.01073775437693454,0.02500347974870153,0.05267624472306187,0.14715497783167775,0.12073834855528912,0.21508748012549284,0.39635635162554717,0.4524377538551019
UAR,0.01073775437693454,,0.012783217792521718,0.024767855679293495,0.2025475540068261,0.04085944158330843,0.7207890614564033,0.547895176726106,0.5914667440444953
LR,0.02500347974870153,0.012783217792521718,,0.13851973347738744,0.015421737653508261,0.08314417740550231,0.010564973924003636,0.019845779408221218,0.021530514891042952
LAS,0.05267624472306187,0.024767855679293495,0.13851973347738744,,0.0328940882612945,0.18998934255873934,0.022969242236045063,0.04088113387273555,0.045182712773783364
QRF,0.14715497783167775,0.2025475540068261,0.015421737653508261,0.0328940882612945,,0.03829481954201153,0.42626047262768185,0.7710568976973129,0.7992742046182608
QGB,0.12073834855528912,0.04085944158330843,0.08314417740550231,0.18998934255873934,0.03829481954201153,,0.029429767094802488,0.013578464634456245,0.01825763748240619
DMQv0c,0.21508748012549284,0.7207890614564033,0.010564973924003636,0.022969242236045063,0.42626047262768185,0.029429767094802488,,0.7146741488163808,0.7707117472076424
DMQv1c,0.39635635162554717,0.547895176726106,0.019845779408221218,0.04088113387273555,0.7710568976973129,0.013578464634456245,0.7146741488163808,,0.9696073148257818
DMQv2c,0.4524377538551019,0.5914667440444953,0.021530514891042952,0.045182712773783364,0.7992742046182608,0.01825763748240619,0.7707117472076424,0.9696073148257818,
