Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv0,21.0,13.9,23.2,29.5,2.2,17.96
DMQv0c,0.9,12.4,22.0,30.2,15.8,16.259999999999998
DMQv1,7.7,12.0,20.2,27.6,10.3,15.559999999999999
QRF,16.6,9.1,15.3,19.5,7.9,13.680000000000001
DMQv1c,-0.3,7.9,20.1,27.5,11.0,13.24
DMQv2,-14.4,-1.5,13.9,24.0,9.5,6.3
DMQv2c,-21.0,-2.6,14.2,23.5,11.2,5.06
QGB,-3.7,9.2,20.7,18.4,-27.5,3.419999999999999
AR1,1.1,0.3,0.5,1.1,1.1,0.82
Naive,0.7,0.3,0.5,1.1,1.0,0.72
UAR,-19.3,-12.3,-5.6,10.0,20.3,-1.3800000000000003
LAS,-8.1,2.4,7.3,9.7,-68.3,-11.4
LR,-131.9,-57.6,-41.5,-12.6,-92.3,-67.17999999999999
