,AR1,IAR,LR,LAS,QRF,QGB,DMQv0c,DMQv1c,DMQv2c
AR1,,0.03315784574175434,0.15545825219783987,0.22905924816691692,1.8245491196864797e-08,0.029803769713492387,0.002890664869198167,3.0647566231331444e-06,7.646067536887239e-06
IAR,0.03315784574175434,,0.2692546533493142,0.6112879355389491,0.0007396061102267808,0.003416661975562098,9.345287014940544e-05,8.714590544930263e-06,2.8620811957040977e-05
LR,0.15545825219783987,0.2692546533493142,,0.12802333872576757,0.1085482009546165,0.12050132864504456,0.08572842362405315,0.08119782043578432,0.0860537686697455
LAS,0.22905924816691692,0.6112879355389491,0.12802333872576757,,0.10478788337795734,0.13175490871661907,0.06235209972355848,0.05454575611477544,0.0629686110038375
QRF,1.8245491196864797e-08,0.0007396061102267808,0.1085482009546165,0.10478788337795734,,0.16936247726221354,0.1094009816198368,0.002685321887376805,0.024143298365707822
QGB,0.029803769713492387,0.003416661975562098,0.12050132864504456,0.13175490871661907,0.16936247726221354,,0.010971666100509841,0.0006672162427240788,0.017812503398377016
DMQv0c,0.002890664869198167,9.345287014940544e-05,0.08572842362405315,0.06235209972355848,0.1094009816198368,0.010971666100509841,,0.582037536966039,0.9698404819649123
DMQv1c,3.0647566231331444e-06,8.714590544930263e-06,0.08119782043578432,0.05454575611477544,0.002685321887376805,0.0006672162427240788,0.582037536966039,,0.4521766197114614
DMQv2c,7.646067536887239e-06,2.8620811957040977e-05,0.0860537686697455,0.0629686110038375,0.024143298365707822,0.017812503398377016,0.9698404819649123,0.4521766197114614,
