Model,0.05,0.25,0.5,0.75,0.95,Mean
QRF,3.1,0.8,4.4,16.2,19.0,8.7
UAR,26.6,9.3,6.3,1.7,-20.6,4.660000000000001
Naive,0.1,0.2,0.5,3.5,-1.2,0.6199999999999999
AR1,-0.1,0.1,0.2,3.1,-0.8,0.5
DMQv0c,29.4,43.9,49.9,41.2,-198.6,-6.840000000000003
DMQv1c,24.4,35.4,36.3,35.7,-202.9,-14.219999999999999
DMQv2c,26.7,40.9,40.3,21.9,-229.6,-19.96
DMQv1,26.2,35.1,37.7,23.2,-257.2,-27.0
DMQv0,36.5,38.3,38.7,24.0,-276.1,-27.720000000000006
DMQv2,12.3,24.2,21.8,16.3,-253.5,-35.78
QGB,27.1,21.7,9.3,-7.5,-472.2,-84.32000000000001
LR,13.5,5.7,1.1,-6.5,-551.2,-107.48000000000002
LAS,19.2,-0.4,-5.4,-13.0,-611.9,-122.3
