Model,0.05,0.25,0.5,0.75,0.95,Mean
DMQv0c,2.9,27.6,25.0,58.9,60.6,35.0
DMQv0,-7.8,42.4,19.3,67.8,51.9,34.72
IAR,-82.3,45.7,44.6,49.3,78.0,27.060000000000002
DMQv1,-66.7,16.8,31.9,67.6,71.4,24.2
DMQv2c,-79.7,21.8,13.9,53.3,62.5,14.359999999999996
DMQv1c,-52.2,0.8,1.7,49.5,65.1,12.979999999999999
QRF,-8.2,9.7,14.5,13.2,24.1,10.66
DMQv2,-115.9,3.6,11.5,60.6,69.7,5.899999999999999
Naive,-0.7,0.3,3.0,0.7,0.3,0.72
AR1,-0.0,0.3,2.6,0.4,-0.3,0.6
LAS,-208.8,-48.2,-9.7,22.9,61.8,-36.4
QGB,-319.4,-1.4,-36.6,28.2,69.8,-51.879999999999995
LR,-456.6,-83.6,-30.2,13.1,55.8,-100.30000000000001
