target,quantile,feature_x,feature_y,n_points,n_event_points,plot_file,html_file
IP_yoy,0.05,Rates | 10 yr-FF spread,Stocks | VIX,324,13,spline3d_dmqv0c_ip_yoy_q5_rates_10_yr_ff_spread_vs_stocks_vix.png,spline3d_dmqv0c_ip_yoy_q5_rates_10_yr_ff_spread_vs_stocks_vix.html
