Model,0.05,0.25,0.5,0.75,0.95,Mean
QRF,21.9,17.1,18.1,18.0,3.5,15.719999999999999
QGB,1.7,20.8,19.2,22.0,-16.5,9.440000000000001
AR1,1.1,0.3,0.5,1.1,1.1,0.82
Naive,0.7,0.3,0.5,1.1,1.0,0.72
UAR,-19.3,-12.3,-5.6,10.0,20.3,-1.3800000000000003
DMQv0,-9.2,-18.5,-7.5,1.3,-21.2,-11.020000000000001
EN,-57.0,-134.4,-170.2,-144.2,-174.0,-135.95999999999998
QR,-9123.4,-2969.5,-9337.0,-8055.2,-17824.8,-9461.98
